公司,年月,股東權益總額,當季季底P/E,季底普通股市值,TEJ主產業代碼
2498 宏達電,2020/12/31,"29,953,576",,"25,173,303",23K
2501 國建,2020/12/31,"25,399,128",14.37,"23,075,264",25A
2504 國產,2020/12/31,"21,330,376",10.96,"29,500,000",11B
2505 國揚,2020/12/31,"9,290,594",3.44,"17,553,866",25A
2506 太設,2020/12/31,"8,617,130",56.84,"3,854,520",25A
2509 全坤建,2020/12/31,"4,854,325",15.28,"4,154,175",25A
2511 太子,2020/12/31,"24,425,362",53.49,"18,668,249",25A
2514 龍邦,2020/12/31,"9,533,970",11.77,"5,664,361",25A
2515 中工,2020/12/31,"20,415,542",29.76,"15,308,990",25B
2516 新建,2020/12/31,"1,723,117",,"1,199,273",25B
2520 冠德,2020/12/31,"17,365,557",3.46,"16,952,567",25A
2524 京城,2020/12/31,"14,662,215",7.5,"14,625,004",25A
2527 宏璟,2020/12/31,"8,303,902",13.32,"5,189,875",25A
2528 皇普,2020/12/31,"3,742,191",,"7,820,929",25A
2530 華建,2020/12/31,"6,400,558",,"7,316,566",25A
2534 宏盛,2020/12/31,"13,023,505",14.45,"9,294,849",25A
2535 達欣工,2020/12/31,"8,363,767",7.01,"9,000,492",25B
2536 宏普,2020/12/31,"12,176,754",10.28,"7,654,584",25A
2537 聯上發,2020/12/31,"4,032,863",16.16,"2,930,431",25A
2538 基泰,2020/12/31,"6,684,526",,"4,559,859",25A
2539 櫻花建,2020/12/31,"7,767,161",16.49,"17,019,023",25A
2540 愛山林,2020/12/31,"5,270,479",8.6,"10,247,340",25A
2542 興富發,2020/12/31,"35,800,518",17.34,"59,160,072",25A
2543 皇昌,2020/12/31,"2,171,706",34.07,"1,737,438",25B
2545 皇翔,2020/12/31,"11,424,761",7.2,"12,552,212",25A
2546 根基,2020/12/31,"3,069,278",6.61,"5,211,620",25B
2547 日勝生,2020/12/31,"12,237,575",10.87,"10,846,133",25A
2548 華固,2020/12/31,"17,527,537",7.61,"24,304,094",25A
2597 潤弘,2020/12/31,"5,705,094",6.82,"8,815,500",25B
2601 益航,2020/12/31,"12,111,345",,"7,897,763",26A
2603 長榮,2020/12/31,"101,494,293",6.39,"203,129,711",26A
2605 新興,2020/12/31,"15,638,425",19.92,"13,287,513",26A
2606 裕民,2020/12/31,"23,175,494",47.16,"31,182,530",26A
2607 榮運,2020/12/31,"23,349,617",26.66,"21,609,605",26C
2608 嘉里大榮,2020/12/31,"10,822,703",10.57,"20,921,600",26C
2609 陽明,2020/12/31,"36,334,852",5.42,"92,654,114",26A
2610 華航,2020/12/31,"60,711,573",,"65,322,857",26D
2611 志信,2020/12/31,"2,723,969",,"2,049,979",26C
2612 中航,2020/12/31,"9,749,934",47.39,"6,971,185",26A
2613 中櫃,2020/12/31,"3,075,903",61.39,"3,398,887",26C
2614 東森,2020/12/31,"6,745,523",23.96,"9,715,968",26E
2615 萬海,2020/12/31,"44,172,342",8.85,"117,347,911",26A
2616 山隆,2020/12/31,"5,275,744",9.38,"4,413,584",99D
2617 台航,2020/12/31,"10,783,235",16.75,"8,804,903",26A
2618 長榮航,2020/12/31,"76,659,529",,"63,824,432",26D
2630 亞航,2020/12/31,"1,636,391",72.17,"2,275,817",22B
2633 台灣高鐵,2020/12/31,"70,086,656",33.04,"178,416,888",26B
2634 漢翔,2020/12/31,"13,964,272",52.29,"27,314,143",22B
2636 台驊投控,2020/12/31,"3,302,990",7.94,"5,219,795",26C
2637 慧洋-KY,2020/12/31,"26,496,236",246.2,"18,671,438",26A
2642 宅配通,2020/12/31,"1,984,272",12.66,"3,250,651",26C
2701 萬企,2020/12/31,"7,532,290",26.68,"5,579,591",27A
2702 華園,2020/12/31,"961,951",,"1,894,818",27A
2704 國賓,2020/12/31,"11,179,079","2,124.14","11,117,767",27A
2705 六福,2020/12/31,"1,248,372",,"4,066,485",27A
2706 第一店,2020/12/31,"9,027,059",34.94,"7,024,972",27A
2707 晶華,2020/12/31,"3,650,028",19.82,"17,199,135",27A
2712 遠雄來,2020/12/31,"1,281,367",47.49,"5,449,500",27A
2722 夏都,2020/12/31,"1,972,824",30.83,"3,189,529",27A
2723 美食-KY,2020/12/31,"10,671,014",16.27,"25,380,000",27A
2727 王品,2020/12/31,"4,097,512",20.33,"9,777,349",27A
2731 雄獅,2020/12/31,"1,714,847",,"5,250,000",27C
2739 寒舍,2020/12/31,"1,504,949",,"2,693,353",27A
2748 雲品,2020/12/31,"1,320,124",26.57,"3,158,922",27A
2801 彰銀,2020/12/31,"165,053,790",22.43,"186,405,778",28A
2809 京城銀,2020/12/31,"46,583,090",6.95,"43,503,879",28A
2812 台中銀,2020/12/31,"57,321,753",9.47,"45,045,880",28A
2816 旺旺保,2020/12/31,"5,847,193",6.73,"4,740,490",28J
2820 華票,2020/12/31,"25,449,442",10.05,"20,010,104",28F
2823 中壽,2020/12/31,"179,657,205",6.69,"105,037,013",28I
2832 台產,2020/12/31,"9,580,533",9.65,"7,425,100",28J
2834 臺企銀,2020/12/31,"98,658,749",13.53,"72,863,913",28A
2836 高雄銀,2020/12/31,"16,214,624",12.74,"11,295,572",28A
2838 聯邦銀,2020/12/31,"60,192,412",8.44,"33,253,706",28A
2841 台開,2020/12/31,"17,965,226",,"5,752,729",25B
2845 遠東銀,2020/12/31,"48,743,705",12.95,"37,411,928",28A
2849 安泰銀,2020/12/31,"34,521,952",12.31,"31,522,351",28A
2850 新產,2020/12/31,"13,223,700",6.33,"12,211,970",28J
2851 中再保,2020/12/31,"13,409,237",7.49,"13,401,808",28J
2852 第一保,2020/12/31,"6,762,084",19.2,"4,005,468",28J
2855 統一證,2020/12/31,"29,479,482",6.43,"25,757,001",30A
2867 三商壽,2020/12/31,"42,111,789",12.39,"21,566,990",28I
2880 華南金,2020/12/31,"189,404,165",20.97,"234,599,699",28L
2881 富邦金,2020/12/31,"776,782,796",4.64,"478,420,940",28L
2882 國泰金,2020/12/31,"904,775,681",6.82,"556,399,123",28L
2883 開發金,2020/12/31,"332,626,087",6.34,"139,251,420",28L
2884 玉山金,2020/12/31,"181,600,577",15.77,"321,089,405",28L
2885 元大金,2020/12/31,"273,617,446",8.11,"249,424,289",28L
2886 兆豐金,2020/12/31,"326,588,960",13.81,"405,274,725",28L
2887 台新金,2020/12/31,"186,109,382",8.8,"144,601,358",28L
2888 新光金,2020/12/31,"241,578,858",13.51,"114,709,671",28L
2889 國票金,2020/12/31,"42,737,811",7.85,"37,219,781",28L
2890 永豐金,2020/12/31,"155,869,732",9.24,"129,053,568",28L
2891 中信金,2020/12/31,"405,310,740",7.45,"384,090,683",28L
2892 第一金,2020/12/31,"221,206,869",13.97,"274,044,351",28L
2897 王道銀行,2020/12/31,"54,252,765",6.11,"18,939,732",28A
2901 欣欣,2020/12/31,"860,592",104.4,"1,804,162",29A
2903 遠百,2020/12/31,"39,788,288",9.1,"34,006,560",29A
2904 匯僑,2020/12/31,"1,038,438",10.17,"1,846,660",26C
2905 三商,2020/12/31,"46,814,381",5.9,"18,823,545",29A
2906 高林,2020/12/31,"5,391,093",10.92,"3,241,221",29B
2908 特力,2020/12/31,"6,783,981",16.5,"13,613,983",29B
2910 統領,2020/12/31,"2,363,033",75.05,"11,041,553",29A
2911 麗嬰房,2020/12/31,"2,184,059",,"1,482,956",29A
2912 統一超,2020/12/31,"44,977,699",20.09,"277,059,263",29A
2913 農林,2020/12/31,"15,792,190",,"14,141,000",29B
2915 潤泰全,2020/12/31,"115,606,494",4.24,"39,370,742",29A
2923 鼎固-KY,2020/12/31,"54,151,689",15.28,"51,251,717",25A
2929 淘帝-KY,2020/12/31,"3,489,770",,"2,009,197",29A
2936 客思達-KY,2020/12/31,"2,644,393",7.13,"1,649,760",29B
2939 凱羿-KY,2020/12/31,"1,058,501",25.43,"1,632,896",29B
3002 歐格,2020/12/31,"1,377,021",40.83,"1,402,500",23D
3003 健和興,2020/12/31,"4,871,184",16.51,"7,650,394",23D
3004 豐達科,2020/12/31,"1,873,149",59.08,"3,006,144",22B
3005 神基,2020/12/31,"17,993,295",9.11,"28,814,276",23D
3006 晶豪科,2020/12/31,"8,129,283",16.13,"18,488,543",23G
3008 大立光,2020/12/31,"140,802,158",13.54,"428,577,300",23U
3010 華立,2020/12/31,"14,908,460",6.72,"17,585,640",23T
3011 今皓,2020/12/31,"959,398",,"820,594",23D
3013 晟銘電,2020/12/31,"2,460,356",21.51,"2,339,025",23D
3014 聯陽,2020/12/31,"4,809,398",9.84,"10,969,548",23G
3015 全漢,2020/12/31,"11,492,660",12.92,"7,715,153",23D
3016 嘉晶,2020/12/31,"4,045,539","1,997.19","19,882,049",23G
3017 奇鋐,2020/12/31,"11,288,338",7.07,"23,353,791",23D
3018 同開,2020/12/31,"517,849",,"1,316,646",23H
3019 亞光,2020/12/31,"14,959,469",24.09,"20,772,034",23U
3021 鴻名,2020/12/31,"1,255,021",9.64,"1,433,500",23D
3022 威強電,2020/12/31,"7,594,686",7.71,"9,624,537",23B
3023 信邦,2020/12/31,"9,768,133",18.48,"50,279,832",23D
3024 憶聲,2020/12/31,"2,614,224",40.29,"3,159,590",15C
3025 星通,2020/12/31,"845,598",31.33,"2,932,542",23E
3026 禾伸堂,2020/12/31,"9,543,806",12.07,"18,405,835",23D
3027 盛達,2020/12/31,"1,483,020",89.64,"2,071,033",23K
3028 增你強,2020/12/31,"4,801,558",9.33,"4,693,437",23T
3029 零壹,2020/12/31,"2,669,412",8.96,"4,906,242",23X
3030 德律,2020/12/31,"5,702,194",10,"13,653,285",23H
3031 佰鴻,2020/12/31,"2,819,564",15.94,"2,879,533",23C
3032 偉訓,2020/12/31,"3,647,865",7.37,"4,916,569",23D
3033 威健,2020/12/31,"6,074,078",7.59,"7,060,819",23T
3034 聯詠,2020/12/31,"39,943,203",15.43,"224,540,559",23G
3035 智原,2020/12/31,"6,340,994",89.51,"12,651,195",23G
3036 文曄,2020/12/31,"46,116,381",6.49,"31,765,709",23T
3037 欣興,2020/12/31,"53,100,558",32.28,"131,513,577",23B
3038 全台,2020/12/31,"1,980,565",11.48,"3,126,335",23C
3040 遠見,2020/12/31,"1,677,766",11.92,"2,431,800",25F
3041 揚智,2020/12/31,"3,099,079",,"6,089,071",23G
3042 晶技,2020/12/31,"9,655,006",14.04,"23,200,799",23D
3043 科風,2020/12/31,"70,775",,"993,878",23D
3044 健鼎,2020/12/31,"36,060,429",9.5,"62,284,193",23B
3045 台灣大,2020/12/31,"71,990,212",22.1,"347,378,437",23K
3046 建碁,2020/12/31,"601,318",,"1,107,444",23B
3047 訊舟,2020/12/31,"3,046,296",9.28,"2,564,730",23E
3048 益登,2020/12/31,"3,720,673",5.71,"5,219,313",23T
3049 和鑫,2020/12/31,"9,710,688",20.79,"9,118,512",23C
3050 鈺德,2020/12/31,"2,619,210",17.32,"2,846,688",23C
3051 力特,2020/12/31,"1,245,363",65.7,"2,049,592",23C
3052 夆典,2020/12/31,"3,141,092",9.93,"3,007,576",25A
3054 立萬利,2020/12/31,"936,031",,"2,108,352",23C
3055 蔚華科,2020/12/31,"2,360,567",,"3,313,966",23H
3056 總太,2020/12/31,"5,215,019",6.65,"8,297,916",25A
3057 喬鼎,2020/12/31,"815,365",,"1,030,606",23C
3058 立德,2020/12/31,"1,871,341",,"1,619,370",23D
3059 華晶科,2020/12/31,"9,023,853",40.58,"9,450,041",23U
3060 銘異,2020/12/31,"2,886,807",,"2,304,180",23C
3062 建漢,2020/12/31,"5,393,762",347.31,"5,947,751",23E
3090 日電貿,2020/12/31,"4,515,870",10.15,"8,968,581",23T
3092 鴻碩,2020/12/31,"1,694,256",29.82,"4,805,256",23D
3094 聯傑,2020/12/31,"1,043,786",63.79,"1,950,768",23G
3130 一零四,2020/12/31,"1,465,739",17.38,"5,260,615",23K
3138 耀登,2020/12/31,"1,157,790",51.81,"7,331,115",23K
3149 正達,2020/12/31,"1,537,293",,"5,541,652",23C
3164 景岳,2020/12/31,"1,481,872",24.09,"1,925,404",17C
3167 大量,2020/12/31,"2,082,436",17.36,"3,726,231",23H
3189 景碩,2020/12/31,"29,189,559",29.34,"36,474,736",23B
3209 全科,2020/12/31,"3,435,870",8.22,"4,398,458",23T
3229 晟鈦,2020/12/31,"349,997",,"539,582",23B
3231 緯創,2020/12/31,"83,926,079",5.33,"88,058,972",23A
3257 虹冠電,2020/12/31,"1,560,602",23.15,"6,386,396",23G
3266 昇陽,2020/12/31,"5,632,218",33.17,"5,337,557",25A
3296 勝德,2020/12/31,"1,466,532",55.64,"1,571,765",23D
3305 昇貿,2020/12/31,"3,671,295",14.37,"3,394,206",23B
3308 聯德,2020/12/31,"698,998",,"713,640",23D
3311 閎暉,2020/12/31,"2,092,028",,"2,001,000",23D
3312 弘憶股,2020/12/31,"1,487,677",7.23,"1,795,386",23T
3321 同泰,2020/12/31,"939,655",,"2,396,810",23B
3338 泰碩,2020/12/31,"1,687,167",15.91,"5,471,996",23D
3346 麗清,2020/12/31,"1,816,821",257.11,"4,146,196",23C
3356 奇偶,2020/12/31,"1,759,768",240.61,"3,027,103",23C
3376 新日興,2020/12/31,"15,720,043",10.44,"25,443,445",23D
3380 明泰,2020/12/31,"12,738,331",19.44,"16,928,688",23E
3383 新世紀,2020/12/31,"200,592",,"259,700",23C
3406 玉晶光,2020/12/31,"15,796,741",14.59,"63,315,189",23U
3413 京鼎,2020/12/31,"5,518,186",10.76,"17,407,740",23H
3416 融程電,2020/12/31,"2,202,109",17.75,"5,442,122",23B
3419 譁裕,2020/12/31,"1,523,141",,"2,512,008",23K
3432 台端,2020/12/31,"1,530,434",18.88,"892,252",23D
3437 榮創,2020/12/31,"2,639,785",,"4,379,804",23C
3443 創意,2020/12/31,"4,486,984",45.49,"45,429,729",23G
3450 聯鈞,2020/12/31,"5,812,015",12.5,"10,153,966",23K
3454 晶睿,2020/12/31,"2,899,548",29.21,"7,878,304",23C
3481 群創,2020/12/31,"237,567,046",,"140,160,105",23C
3494 誠研,2020/12/31,"1,287,168",,"952,879",23T
3501 維熹,2020/12/31,"5,931,655",12,"5,995,630",23D
3504 揚明光,2020/12/31,"3,181,762",,"6,923,381",23C
3515 華擎,2020/12/31,"7,308,436",10.14,"18,820,152",23B
3518 柏騰,2020/12/31,"1,379,768",354.11,"2,741,530",23H
3528 安馳,2020/12/31,"1,514,646",10.82,"2,824,726",23T
3530 晶相光,2020/12/31,"2,205,742",28.88,"9,450,705",23G
3532 台勝科,2020/12/31,"20,346,028",33.39,"52,359,480",23G
3533 嘉澤,2020/12/31,"14,479,559",13.64,"49,099,837",23D
3535 晶彩科,2020/12/31,"874,711",,"1,588,945",23H
3536 誠創,2020/12/31,"228,556",,"475,260",23D
3543 州巧,2020/12/31,"2,943,763",26.08,"2,526,143",23D
3545 敦泰,2020/12/31,"7,811,460",16.92,"19,668,006",23G
3550 聯穎,2020/12/31,"1,914,591",9.05,"1,279,250",23D
3557 嘉威,2020/12/31,"1,598,890",9.68,"7,410,750",99B
3563 牧德,2020/12/31,"2,607,730",16.29,"13,172,396",23H
3576 聯合再生,2020/12/31,"15,024,114",,"37,980,682",23C
3583 辛耘,2020/12/31,"2,846,170",12.44,"5,144,213",23H
3588 通嘉,2020/12/31,"1,328,964",44.39,"3,325,070",23G
3591 艾笛森,2020/12/31,"2,653,662",68.49,"2,365,331",23C
3593 力銘,2020/12/31,"609,560",21.3,"1,167,677",23D
3596 智易,2020/12/31,"11,961,996",8.41,"19,548,764",23E
3605 宏致,2020/12/31,"4,564,150",16.18,"5,171,189",23D
3607 谷崧,2020/12/31,"2,737,008",,"1,849,262",23D
3617 碩天,2020/12/31,"4,566,559",11.45,"7,188,449",23D
3622 洋華,2020/12/31,"4,682,321",25.94,"5,175,383",23C
3645 達邁,2020/12/31,"2,785,778",18.58,"7,227,489",23B
3653 健策,2020/12/31,"6,859,866",29.15,"29,953,688",23D
3661 世芯-KY,2020/12/31,"3,888,242",35.69,"38,519,388",23G
3665 貿聯-KY,2020/12/31,"13,277,525",15.23,"31,793,552",23D
3669 圓展,2020/12/31,"3,199,475",7.8,"7,433,520",23C
3673 TPK-KY,2020/12/31,"36,805,481",13.47,"18,828,497",23C
3679 新至陞,2020/12/31,"4,457,246",7.85,"6,811,519",23D
3682 亞太電,2020/12/31,"29,739,972",,"38,553,680",23K
3686 達能,2020/12/31,"785,483",,"2,071,612",23C
3694 海華,2020/12/31,"1,831,981",13.67,"4,242,436",23K
3701 大眾控,2020/12/31,"3,663,885",181.34,"2,617,230",23A
3702 大聯大,2020/12/31,"66,003,018",7.39,"72,031,502",23T
3703 欣陸,2020/12/31,"26,920,360",9.94,"17,040,551",25B
3704 合勤控,2020/12/31,"8,306,231",13.85,"17,077,580",23E
3705 永信,2020/12/31,"6,576,262",11.44,"11,909,063",17C
3706 神達,2020/12/31,"42,761,495",11.84,"35,593,402",23A
3708 上緯投控,2020/12/31,"6,415,597",15.1,"14,259,360",17F
3711 日月光投控,2020/12/31,"234,256,597",9.98,"353,709,878",23G
3712 永崴投控,2020/12/31,"8,177,255",319.03,"7,978,241",23C
4104 佳醫,2020/12/31,"9,579,704",9.54,"7,918,403",17G
4106 雃博,2020/12/31,"2,106,283",32.76,"2,901,191",17G
4108 懷特,2020/12/31,"1,702,122",,"4,139,535",17C
4119 旭富,2020/12/31,"3,322,222",14.18,"6,676,740",17C
4133 亞諾法,2020/12/31,"1,211,094",69.33,"3,524,185",17G
4137 麗豐-KY,2020/12/31,"4,408,315",11.39,"15,739,416",17Z
4141 龍燈-KY,2020/12/31,"4,950,193",,"2,170,930",17C
4142 國光生,2020/12/31,"6,628,687",20.15,"24,095,343",17C
4148 全宇生技-KY,2020/12/31,"2,363,178",16.96,"2,490,923",17C
4155 訊映,2020/12/31,"1,739,138",16.95,"2,558,444",17G
4164 承業醫,2020/12/31,"6,000,001",14.54,"6,211,051",17G
4190 佐登-KY,2020/12/31,"2,072,476",15.24,"5,744,190",17Z
4306 炎洲,2020/12/31,"9,976,793",11.04,"9,653,276",13A
4414 如興,2020/12/31,"10,793,756",,"9,143,513",14C
4426 利勤,2020/12/31,"3,114,979",,"5,033,535",14C
4438 廣越,2020/12/31,"8,153,341",25.62,"11,164,500",14C
4439 冠星-KY,2020/12/31,"2,414,039",8.49,"4,740,750",14C
4526 東台,2020/12/31,"5,460,674",,"4,077,216",15A
4532 瑞智,2020/12/31,"10,279,807",11.22,"10,552,724",15C
4536 拓凱,2020/12/31,"5,590,084",11.75,"14,167,920",99Z
4540 全球傳動,2020/12/31,"3,059,121",40,"5,208,043",15A
4545 銘鈺,2020/12/31,"1,701,187",42.33,"2,317,700",23D
4551 智伸科,2020/12/31,"6,079,942",18.61,"19,224,807",15D
4552 力達-KY,2020/12/31,"5,206,798",10.4,"4,176,000",15C
4555 氣立,2020/12/31,"2,674,623",20.19,"3,397,504",15A
4557 永新-KY,2020/12/31,"1,524,922",14.55,"2,499,942",15D
4560 強信-KY,2020/12/31,"1,555,694",28.82,"3,049,178",15A
4562 穎漢,2020/12/31,"957,183",,"1,222,583",15A
4564 元翎,2020/12/31,"4,392,051",14.34,"5,483,640",20B
4566 時碩工業,2020/12/31,"2,191,830",33.01,"3,916,914",15D
4571 鈞興-KY,2020/12/31,"1,794,771",10.94,"3,528,360",15D
4572 駐龍,2020/12/31,"1,844,365",68.28,"2,917,700",22B
4576 大銀微系統,2020/12/31,"3,560,723",61.62,"10,817,688",15A
4581 光隆精密-KY,2020/12/31,"873,812",14.52,"1,261,043",15D
4720 德淵,2020/12/31,"1,279,328",10.07,"1,472,250",17F
4722 國精化,2020/12/31,"2,539,454",8.73,"3,075,277",17F
4737 華廣,2020/12/31,"2,070,783",135.13,"4,207,288",17G
4739 康普,2020/12/31,"3,970,429",33.61,"7,212,030",17Z
4746 台耀,2020/12/31,"5,285,717",14.08,"5,085,248",17C
4755 三福化,2020/12/31,"3,792,659",13.03,"6,545,890",17Z
4763 材料-KY,2020/12/31,"1,608,411",12.53,"6,231,272",17Z
4764 雙鍵,2020/12/31,"2,218,618",45.57,"4,940,010",17Z
4766 南寶,2020/12/31,"11,196,284",11.66,"18,808,920",17F
4807 日成-KY,2020/12/31,"1,084,262",8.63,"1,072,889",99Z
4904 遠傳,2020/12/31,"68,247,209",18.33,"199,420,200",23K
4906 正文,2020/12/31,"9,384,135",19.8,"10,888,616",23E
4912 聯德控股-KY,2020/12/31,"2,592,602",9.01,"5,535,554",23D
4915 致伸,2020/12/31,"15,500,590",7.21,"21,981,278",23C
4916 事欣科,2020/12/31,"1,208,928",,"2,136,346",23B
4919 新唐,2020/12/31,"11,521,368",40.95,"18,429,248",23G
4927 泰鼎-KY,2020/12/31,"7,660,971",10.18,"13,029,678",23B
4930 燦星網,2020/12/31,"6,078,976",4.4,"2,739,720",15C
4934 太極,2020/12/31,"1,778,281",213.58,"5,880,000",23C
4935 茂林-KY,2020/12/31,"7,244,403",9.78,"14,664,944",23C
4938 和碩,2020/12/31,"198,940,522",6.71,"179,211,353",23A
4942 嘉彰,2020/12/31,"7,493,939",6.17,"5,402,828",23D
4943 康控-KY,2020/12/31,"5,240,760",,"13,598,838",23D
4952 凌通,2020/12/31,"2,109,313",13.72,"4,515,823",23G
4956 光鋐,2020/12/31,"1,829,068",120.29,"2,198,935",23C
4958 臻鼎-KY,2020/12/31,"104,037,876",7.74,"107,963,586",23B
4960 誠美材,2020/12/31,"9,621,616",,"7,356,294",23C
4961 天鈺,2020/12/31,"6,276,149",24.59,"20,490,324",23G
4967 十銓,2020/12/31,"1,479,594",21.53,"3,754,094",23G
4968 立積,2020/12/31,"2,185,286",24.51,"24,929,244",23G
4976 佳凌,2020/12/31,"1,610,312",,"8,744,195",23U
4977 眾達-KY,2020/12/31,"2,668,719",14.59,"7,830,546",23K
4989 榮科,2020/12/31,"2,041,812",79.43,"3,750,583",23B
4994 傳奇,2020/12/31,"1,785,162",15.03,"8,508,139",23X
4999 鑫禾,2020/12/31,"3,539,342",6.4,"3,490,157",23D
5007 三星,2020/12/31,"6,477,641",19.58,"14,776,494",20A
5203 訊連,2020/12/31,"3,816,156",33.97,"8,598,720",23X
5215 科嘉-KY,2020/12/31,"2,815,116",7.61,"7,802,816",23D
5225 東科-KY,2020/12/31,"1,181,781",,"1,696,158",23U
5234 達興材料,2020/12/31,"2,900,408",12.31,"8,792,404",23C
5243 乙盛-KY,2020/12/31,"5,929,518",17.33,"10,667,822",23D
5258 虹堡,2020/12/31,"1,523,035",7.02,"1,978,878",23B
5269 祥碩,2020/12/31,"14,101,577",36.65,"108,678,540",23G
5283 禾聯碩,2020/12/31,"3,848,029",7.46,"8,906,000",15C
5284 jpp-KY,2020/12/31,"1,847,615",12.39,"1,530,423",23D
5285 界霖,2020/12/31,"2,351,290",45.41,"7,131,946",23G
5288 豐祥-KY,2020/12/31,"3,070,891",9.82,"7,076,295",15D
5388 中磊,2020/12/31,"7,720,079",19.16,"19,638,372",23E
5434 崇越,2020/12/31,"10,588,314",8.84,"21,713,031",23T
5469 瀚宇博,2020/12/31,"39,410,144",4.39,"22,907,917",23B
5471 松翰,2020/12/31,"3,897,860",8.89,"11,029,519",23G
5484 慧友,2020/12/31,"555,280",,"994,479",23C
5515 建國,2020/12/31,"4,428,651",19.21,"3,462,568",25B
5519 隆大,2020/12/31,"4,380,066",6.35,"3,419,473",25A
5521 工信,2020/12/31,"5,575,914",4.15,"4,699,034",25B
5522 遠雄,2020/12/31,"41,725,205",8.95,"44,003,855",25A
5525 順天,2020/12/31,"4,537,095",118.5,"5,807,772",25A
5531 鄉林,2020/12/31,"12,459,963",107.34,"16,130,219",25A
5533 皇鼎,2020/12/31,"7,438,339",16.9,"4,592,428",25A
5534 長虹,2020/12/31,"18,429,238",8.33,"23,226,000",25A
5538 東明-KY,2020/12/31,"4,177,111",11.61,"6,644,400",20A
5546 永固-KY,2020/12/31,"3,316,504",7.03,"6,273,960",11B
5607 遠雄港,2020/12/31,"6,952,844",11.63,"6,841,875",26C
5608 四維航,2020/12/31,"3,491,372",,"3,630,471",26A
5706 鳳凰,2020/12/31,"1,123,821",74.66,"2,104,118",27C
5871 中租-KY,2020/12/31,"99,978,870",9.41,"232,063,104",28K
5876 上海商銀,2020/12/31,"205,099,212",8.55,"184,193,883",28A
5880 合庫金,2020/12/31,"237,681,557",13.69,"271,351,438",28L
5906 台南-KY,2020/12/31,"414,434",13.46,"1,533,000",14C
5907 大洋-KY,2020/12/31,"8,511,444",,"4,174,587",29A
6005 群益證,2020/12/31,"38,674,730",6.85,"29,415,803",30A
6024 群益期,2020/12/31,"6,386,959",10.89,"8,143,912",30C
6108 競國,2020/12/31,"3,457,908",,"3,285,924",23B
6112 聚碩,2020/12/31,"4,546,346",11.8,"8,259,454",23X
6115 鎰勝,2020/12/31,"4,746,848",10.67,"7,909,953",23D
6116 彩晶,2020/12/31,"44,527,257",12.89,"39,079,388",23C
6117 迎廣,2020/12/31,"1,162,267",,"1,524,780",23D
6120 達運,2020/12/31,"9,928,245",,"9,384,326",23C
6128 上福,2020/12/31,"3,165,435",18.09,"3,572,464",23C
6131 鈞泰,2020/12/31,"156,171",6.85,"170,940",23C
6133 金橋,2020/12/31,"1,385,776",,"1,139,638",23D
6136 富爾特,2020/12/31,"2,653,280",38.66,"2,027,657",23T
6139 亞翔,2020/12/31,"11,236,501",24.67,"6,721,092",23H
6141 柏承,2020/12/31,"2,629,064",9.46,"3,699,832",23B
6142 友勁,2020/12/31,"1,968,876",,"2,454,350",23E
6152 百一,2020/12/31,"1,398,879",95.39,"2,339,945",23K
6153 嘉聯益,2020/12/31,"15,743,806",30.59,"19,438,386",23B
6155 鈞寶,2020/12/31,"1,415,434",74.29,"2,275,260",23D
6164 華興,2020/12/31,"1,118,128",,"1,185,000",23C
6165 浪凡,2020/12/31,"543,779",,"2,201,557",23K
6166 凌華,2020/12/31,"4,516,046",25.76,"13,789,310",23B
6168 宏齊,2020/12/31,"3,017,807",18.51,"3,637,118",23C
